,date_added
4392,"March 10, 2018"
4393,"August 11, 2017"
4394,"May 28, 2020"
4395,"December 31, 2019"
4396,"July 1, 2018"
4397,"March 15, 2017"
4398,"January 5, 2019"
4399,"November 18, 2015"
4400,"March 7, 2019"
4401,"September 1, 2017"
4402,"February 13, 2020"
4403,"November 22, 2019"
4404,"September 1, 2019"
4405,"October 15, 2016"
4406,"September 1, 2017"
4407,"September 1, 2017"
4408,"October 15, 2016"
4409,"September 1, 2017"
4410,"September 1, 2017"
4411,"September 1, 2017"
4412,"September 1, 2017"
4413,"October 1, 2018"
4414,"August 6, 2020"
4415,"March 2, 2018"
4416,"November 10, 2017"
4417,"December 1, 2020"
4418,"May 15, 2017"
4419,"March 26, 2019"
4420,"January 28, 2019"
4421,"May 8, 2017"
4422,"November 1, 2019"
4423,"February 1, 2018"
4424,"June 1, 2018"
4425,"June 1, 2018"
4426,"September 15, 2016"
4427,"December 1, 2016"
4428,"October 1, 2018"
4429,"March 1, 2017"
4430,"March 1, 2017"
4431,"October 10, 2015"
4432,"April 22, 2015"
4433,"October 1, 2017"
4434," September 1, 2019"
4435,"October 1, 2018"
4436,"March 31, 2017"
4437," March 1, 2017"
4438,"July 1, 2018"
4439,"May 25, 2020"
4440,"January 17, 2017"
4441,"September 17, 2020"
4442,"October 1, 2018"
4443,"February 15, 2019"
4444,"December 7, 2018"
4445,"June 21, 2019"
4446,"June 26, 2017"
4447,"April 28, 2020"
4448,"March 11, 2016"
4449,"April 27, 2020"
4450,"February 15, 2019"
4451,"April 11, 2019"
4452,"April 14, 2020"
4453,"January 1, 2020"
4454,"February 1, 2018"
4455,"April 7, 2017"
4456,"July 1, 2019"
4457,"January 9, 2019"
4458,"September 7, 2018"
4459,"January 29, 2020"
4460,"May 1, 2018"
4461,"April 21, 2020"
4462,"August 14, 2020"
4463,"August 27, 2020"
4464,"June 30, 2019"
4465,"September 10, 2020"
4466,"January 29, 2020"
4467,"February 1, 2020"
4468,"January 13, 2021"
4469,"August 10, 2020"
4470,"December 2, 2019"
4471,"February 15, 2017"
4472," July 12, 2019"
4473,"July 1, 2019"
4474,"October 1, 2019"
4475,"March 1, 2017"
4476,"July 24, 2020"
4477,"February 1, 2019"
4478,"December 23, 2018"
4479,"January 1, 2016"
4480,"January 16, 2020"
4481,"January 1, 2020"
4482,"March 10, 2017"
4483,"April 26, 2019"
4484,"April 25, 2020"
4485,"March 1, 2018"
4486,"May 4, 2018"
4487,"February 1, 2020"
4488,"December 6, 2019"
4489,"August 5, 2019"
4490,"May 21, 2020"
4491,"November 1, 2018"
4492,"August 5, 2019"
4493,"March 4, 2019"
4494,"October 1, 2019"
4495,"November 19, 2019"
4496,"September 5, 2017"
4497,"December 10, 2016"
4498,"October 5, 2019"
4499,"June 24, 2020"
4500,"October 28, 2020"
4501,"June 23, 2017"
4502,"November 22, 2019"
4503,"December 16, 2020"
4504,"October 1, 2017"
4505,"September 14, 2018"
4506,"May 9, 2017"
4507,"May 25, 2020"
4508,"August 21, 2020"
4509,"September 9, 2019"
4510,"November 1, 2016"
4511,"July 22, 2020"
4512,"March 31, 2017"
4513,"March 1, 2019"
4514,"January 1, 2018"
4515,"November 24, 2020"
4516,"March 15, 2017"
4517,"November 16, 2018"
4518,"July 20, 2018"
4519,"December 7, 2019"
4520,"July 1, 2019"
4521,"July 1, 2019"
4522,"July 1, 2019"
4523,"July 1, 2019"
4524,"July 1, 2019"
4525,"July 1, 2019"
4526,"July 1, 2019"
4527,"July 1, 2019"
4528,"July 1, 2019"
4529,"July 1, 2019"
4530,"July 1, 2019"
4531,"July 1, 2019"
4532,"July 1, 2019"
4533,"July 1, 2019"
4534,"July 1, 2019"
4535,"July 1, 2019"
4536,"July 1, 2019"
4537,"July 1, 2019"
4538,"July 1, 2019"
4539,"July 1, 2019"
4540,"June 1, 2018"
4541,"July 3, 2020"
4542,"August 2, 2019"
4543,"January 1, 2018"
4544,"April 14, 2018"
4545,"October 31, 2019"
4546,"July 7, 2016"
4547,"August 15, 2018"
4548,"May 25, 2020"
4549,"December 31, 2017"
4550,"April 15, 2018"
4551,"December 1, 2016"
4552," December 31, 2015"
4553,"August 1, 2017"
4554,"January 1, 2018"
4555,"August 25, 2018"
4556,"January 25, 2017"
4557,"April 13, 2018"
4558,"December 28, 2018"
4559,"July 19, 2018"
4560,"September 19, 2019"
4561,"January 3, 2019"
4562,"December 31, 2019"
4563,"November 1, 2019"
4564,"October 1, 2019"
4565,"October 1, 2019"
4566,"February 5, 2018"
4567,"January 23, 2020"
4568,"December 1, 2020"
4569,"August 14, 2020"
4570,"October 13, 2020"
4571,"December 1, 2020"
4572,"October 19, 2018"
4573,"December 1, 2018"
4574,"November 15, 2018"
4575,"June 1, 2017"
4576,"September 1, 2016"
4577,"July 24, 2020"
4578,"August 1, 2016"
4579,"March 30, 2017"
4580,"September 1, 2017"
4581,"September 13, 2017"
4582,"December 1, 2017"
4583,"June 1, 2017"
4584,"August 8, 2019"
4585,"July 25, 2018"
4586,"August 16, 2018"
4587,"July 25, 2018"
4588,"July 5, 2020"
4589," May 31, 2015"
4590,"May 1, 2020"
4591,"June 13, 2017"
4592,"June 1, 2019"
4593,"September 14, 2019"
4594,"September 25, 2019"
4595,"September 25, 2019"
4596,"August 22, 2020"
4597,"December 13, 2019"
4598,"June 28, 2017"
4599,"June 12, 2020"
4600,"April 19, 2017"
4601,"October 1, 2020"
4602,"January 18, 2019"
4603,"October 1, 2016"
4604,"November 15, 2016"
4605,"March 28, 2018"
4606,"September 1, 2019"
4607,"May 2, 2019"
4608,"April 1, 2018"
4609,"May 19, 2020"
4610,"April 25, 2019"
4611,"January 29, 2020"
4612,"February 2, 2018"
4613,"August 5, 2018"
4614,"March 11, 2020"
4615,"September 12, 2018"
4616,"February 16, 2020"
4617,"August 2, 2018"
4618,"January 10, 2018"
4619,"May 1, 2018"
4620,"December 1, 2018"
4621,"September 1, 2018"
4622,"December 15, 2018"
4623,"December 15, 2018"
4624,"August 1, 2018"
4625,"August 1, 2018"
4626,"August 1, 2018"
4627,"December 15, 2018"
4628,"December 15, 2018"
4629,"August 1, 2018"
4630,"December 9, 2020"
4631,"November 23, 2019"
4632,"April 15, 2020"
4633,"May 15, 2019"
4634,"May 16, 2019"
4635,"November 20, 2019"
4636,"March 15, 2017"
4637,"July 5, 2020"
4638,"September 5, 2018"
4639,"February 8, 2019"
4640,"May 23, 2020"
4641,"May 3, 2020"
4642,"October 1, 2019"
4643,"November 1, 2017"
4644,"December 6, 2016"
4645,"August 24, 2018"
4646,"August 25, 2019"
4647,"January 15, 2018"
4648,"March 10, 2017"
4649,"November 5, 2020"
4650,"October 15, 2017"
4651,"October 20, 2017"
4652,"October 15, 2020"
4653,"June 12, 2020"
4654,"July 12, 2019"
4655,"February 2, 2019"
4656,"June 18, 2020"
4657,"March 20, 2017"
4658,"June 19, 2020"
4659,"July 5, 2020"
4660,"May 15, 2018"
4661,"January 15, 2019"
4662,"November 15, 2018"
4663,"September 1, 2019"
4664,"August 1, 2017"
4665,"February 25, 2017"
4666,"November 5, 2020"
4667,"January 15, 2018"
4668,"February 1, 2019"
4669,"August 5, 2017"
4670,"April 1, 2020"
4671,"August 1, 2020"
4672,"July 1, 2016"
4673,"November 27, 2018"
4674,"February 16, 2017"
4675,"August 16, 2018"
4676,"June 13, 2019"
4677,"July 26, 2019"
4678,"April 6, 2018"
4679,"October 11, 2018"
4680,"June 26, 2020"
4681,"March 1, 2020"
4682,"April 28, 2020"
4683," July 20, 2018"
4684,"August 1, 2018"
4685,"March 15, 2015"
4686,"March 29, 2019"
4687,"December 8, 2016"
4688,"August 2, 2019"
4689,"October 15, 2017"
4690,"November 4, 2019"
4691,"March 15, 2017"
4692,"September 10, 2019"
4693,"June 1, 2020"
4694,"February 26, 2019"
4695,"April 14, 2017"
4696,"April 5, 2019"
4697,"August 20, 2019"
4698,"July 1, 2018"
4699,"September 29, 2017"
4700,"April 1, 2017"
4701,"October 19, 2020"
4702,"December 12, 2018"
4703,"September 29, 2017"
4704,"March 17, 2017"
4705,"April 15, 2020"
4706,"December 10, 2019"
4707,"November 9, 2018"
4708,"February 15, 2019"
4709,"June 1, 2018"
4710,"January 15, 2021"
4711,"November 27, 2020"
4712,"October 23, 2020"
4713,"June 4, 2020"
4714,"March 23, 2019"
4715,"November 1, 2018"
4716,"March 27, 2020"
4717,"May 31, 2019"
4718,"August 1, 2018"
4719,"November 7, 2017"
4720,"April 1, 2019"
4721,"November 1, 2018"
4722,"November 20, 2018"
4723,"July 1, 2018"
4724,"December 18, 2020"
4725,"March 30, 2019"
4726,"June 1, 2017"
4727,"March 23, 2018"
4728,"June 20, 2017"
4729,"October 1, 2016"
4730,"June 7, 2019"
4731,"December 2, 2016"
4732,"June 15, 2018"
4733,"August 21, 2018"
4734,"December 1, 2017"
4735,"February 22, 2019"
4736,"October 29, 2020"
4737,"March 31, 2020"
4738,"April 1, 2018"
4739,"January 7, 2019"
4740,"July 26, 2018"
4741,"November 1, 2019"
4742,"February 1, 2018"
4743,"August 16, 2018"
4744,"March 31, 2020"
4745,"February 13, 2020"
4746,"October 8, 2020"
4747,"June 30, 2016"
4748,"May 1, 2016"
4749,"January 1, 2020"
4750,"January 22, 2020"
4751,"January 15, 2019"
4752,"March 17, 2017"
4753,"August 1, 2019"
4754,"February 14, 2020"
4755,"October 19, 2020"
4756,"March 1, 2019"
4757,"December 8, 2017"
4758,"April 20, 2019"
4759,"January 31, 2019"
4760,"June 28, 2019"
4761,"November 8, 2019"
4762,"September 29, 2018"
4763,"March 6, 2020"
4764,"March 23, 2018"
4765,"November 17, 2016"
4766,"November 5, 2020"
4767,"January 1, 2020"
4768,"March 1, 2019"
4769," August 4, 2017"
4770,"October 18, 2020"
4771,"May 15, 2020"
4772,"July 11, 2019"
4773,"March 1, 2018"
4774,"July 1, 2018"
4775,"January 15, 2019"
4776,"February 1, 2017"
4777,"February 22, 2019"
4778,"October 16, 2019"
4779," January 13, 2016"
4780,"July 25, 2018"
4781,"October 2, 2018"
4782,"December 25, 2017"
4783,"August 17, 2018"
4784,"May 4, 2017"
4785,"March 15, 2019"
4786,"January 1, 2021"
4787,"February 21, 2020"
4788,"October 3, 2020"
4789,"October 22, 2017"
4790,"January 29, 2018"
4791,"January 18, 2019"
4792,"May 16, 2019"
4793,"May 17, 2020"
4794,"January 1, 2020"
4795,"March 10, 2017"
4796,"October 17, 2017"
4797,"May 19, 2020"
4798,"April 22, 2016"
4799,"November 1, 2020"
4800,"September 29, 2017"
4801,"July 1, 2018"
4802,"September 15, 2019"
4803,"November 29, 2019"
4804,"July 1, 2018"
4805,"October 1, 2018"
4806,"October 4, 2019"
4807,"April 1, 2019"
4808,"June 1, 2018"
4809,"September 1, 2018"
4810,"March 18, 2016"
4811," December 18, 2014"
4812,"December 18, 2014"
4813,"January 10, 2021"
4814,"May 31, 2019"
4815,"July 1, 2020"
4816,"August 25, 2017"
4817,"July 5, 2020"
4818,"June 29, 2018"
4819,"April 1, 2019"
4820,"January 15, 2021"
4821,"September 17, 2016"
4822,"December 22, 2018"
4823,"February 28, 2017"
4824,"December 1, 2020"
4825,"November 25, 2017"
4826,"August 9, 2018"
4827,"April 30, 2019"
4828,"January 1, 2019"
4829,"December 21, 2018"
4830,"February 12, 2019"
4831," September 22, 2016"
4832,"April 11, 2019"
4833,"February 1, 2019"
4834,"February 25, 2020"
4835,"March 9, 2017"
4836,"August 18, 2018"
4837,"September 11, 2020"
4838,"April 5, 2019"
4839,"April 7, 2019"
4840,"November 1, 2017"
4841,"December 31, 2019"
4842,"October 1, 2018"
4843,"October 1, 2017"
4844,"July 1, 2019"
4845,"April 1, 2018"
4846,"October 12, 2020"
4847,"January 15, 2018"
4848,"September 5, 2018"
4849,"September 1, 2019"
4850,"September 10, 2020"
4851,"December 31, 2019"
4852,"August 2, 2020"
4853,"April 12, 2018"
4854,"January 7, 2021"
4855,"November 1, 2020"
4856,"June 29, 2019"
4857,"June 15, 2019"
4858,"July 12, 2019"
4859,"November 15, 2018"
4860,"December 7, 2018"
4861,"September 1, 2020"
4862,"January 20, 2017"
4863,"January 15, 2021"
4864,"July 17, 2019"
4865,"April 1, 2019"
4866,"February 1, 2017"
4867,"December 30, 2018"
4868,"March 1, 2018"
4869,"October 1, 2018"
4870,"March 15, 2018"
4871,"January 15, 2020"
4872,"September 6, 2018"
4873,"July 13, 2019"
4874,"January 23, 2019"
4875,"December 25, 2017"
4876,"April 22, 2015"
4877,"June 1, 2020"
4878,"January 1, 2018"
4879,"November 1, 2020"
4880,"July 5, 2020"
4881,"January 3, 2021"
4882,"December 1, 2017"
4883,"April 5, 2019"
4884,"January 22, 2020"
4885,"July 6, 2020"
4886,"September 30, 2020"
4887,"January 10, 2019"
4888,"May 1, 2018"
4889,"May 1, 2018"
4890,"May 1, 2018"
4891,"May 1, 2018"
4892,"May 1, 2018"
4893,"May 1, 2018"
4894,"July 12, 2019"
4895,"December 4, 2020"
4896,"January 1, 2019"
4897,"January 1, 2020"
4898,"April 1, 2020"
4899,"January 1, 2018"
4900,"February 27, 2020"
4901,"January 25, 2019"
4902,"February 9, 2020"
4903,"November 15, 2020"
4904,"November 16, 2018"
4905,"October 1, 2018"
4906,"February 1, 2020"
4907,"March 1, 2020"
4908,"January 3, 2019"
4909,"November 24, 2019"
4910,"July 24, 2016"
4911,"April 19, 2019"
4912,"September 25, 2019"
4913,"April 16, 2018"
4914,"June 11, 2020"
4915,"September 1, 2019"
4916,"January 1, 2020"
4917,"September 10, 2020"
4918,"April 4, 2019"
4919,"February 19, 2019"
4920,"November 27, 2017"
4921,"December 15, 2019"
4922,"December 15, 2017"
4923,"February 15, 2018"
4924,"June 1, 2017"
4925,"December 1, 2018"
4926,"August 1, 2020"
4927,"October 15, 2020"
4928,"December 2, 2015"
4929,"October 15, 2016"
4930,"January 1, 2016"
4931,"January 1, 2016"
4932,"January 1, 2016"
4933,"January 1, 2016"
4934,"January 1, 2016"
4935,"January 1, 2016"
4936,"October 15, 2018"
4937,"January 1, 2016"
4938,"January 1, 2016"
4939,"January 1, 2016"
4940,"January 1, 2016"
4941,"January 1, 2016"
4942,"January 1, 2016"
4943,"January 1, 2016"
4944,"January 1, 2016"
4945,"January 1, 2016"
4946,"January 1, 2016"
4947,"January 1, 2016"
4948,"January 1, 2016"
4949,"January 1, 2016"
4950,"January 1, 2016"
4951,"January 1, 2016"
4952,"January 1, 2016"
4953,"January 1, 2016"
4954,"January 1, 2016"
4955,"January 1, 2016"
4956,"January 1, 2016"
4957,"December 1, 2017"
4958,"November 25, 2019"
4959,"October 25, 2019"
4960,"March 31, 2017"
4961,"June 25, 2020"
4962,"February 15, 2018"
4963,"April 15, 2016"
4964,"April 28, 2017"
4965,"January 8, 2021"
4966,"March 31, 2020"
4967,"August 8, 2018"
4968,"February 20, 2020"
4969,"December 1, 2019"
4970,"June 1, 2017"
4971,"August 31, 2018"
4972,"October 18, 2020"
4973,"May 20, 2019"
4974,"December 17, 2018"
4975,"February 5, 2018"
4976,"September 26, 2014"
4977,"January 24, 2018"
4978,"October 5, 2018"
4979,"October 8, 2020"
4980,"December 22, 2019"
4981,"July 1, 2017"
4982,"August 6, 2019"
4983,"February 22, 2017"
4984,"July 25, 2020"
4985,"November 7, 2017"
4986,"June 7, 2020"
4987,"August 14, 2020"
4988,"October 19, 2018"
4989,"November 12, 2020"
4990,"June 1, 2019"
4991,"November 2, 2020"
4992,"April 15, 2018"
4993,"May 1, 2020"
4994,"April 25, 2018"
4995,"December 31, 2019"
4996,"June 15, 2019"
4997,"February 21, 2020"
4998,"April 16, 2020"
4999,"August 17, 2016"
5000,"March 1, 2018"
5001,"October 8, 2018"
5002,"January 1, 2019"
5003,"November 1, 2017"
5004,"December 15, 2020"
5005,"October 29, 2016"
5006,"October 28, 2017"
5007,"May 5, 2018"
5008,"November 20, 2018"
5009,"January 1, 2019"
5010,"December 27, 2017"
5011,"June 20, 2017"
5012,"September 1, 2020"
5013,"November 11, 2019"
5014,"May 1, 2017"
5015,"July 5, 2020"
5016,"February 15, 2019"
5017," June 1, 2017"
5018,"January 15, 2018"
5019,"March 11, 2020"
5020,"August 28, 2018"
5021,"January 4, 2021"
5022,"June 1, 2017"
5023,"July 7, 2017"
5024,"December 1, 2019"
5025,"December 22, 2020"
5026,"November 4, 2016"
5027,"September 2, 2018"
5028,"August 31, 2020"
5029,"May 11, 2020"
5030,"July 5, 2020"
5031,"August 1, 2016"
5032,"April 6, 2019"
5033,"June 6, 2020"
5034,"February 28, 2020"
5035,"May 1, 2018"
5036,"October 25, 2018"
5037,"June 5, 2020"
5038,"November 1, 2019"
5039,"February 28, 2019"
5040,"April 5, 2019"
5041,"October 1, 2011"
5042,"December 1, 2020"
5043,"September 21, 2018"
5044,"October 3, 2020"
5045,"April 29, 2020"
5046,"August 1, 2018"
5047,"August 2, 2018"
5048,"July 31, 2020"
5049,"June 1, 2017"
5050,"July 1, 2019"
5051,"December 18, 2020"
5052,"October 1, 2018"
5053,"October 1, 2018"
5054,"July 1, 2019"
5055,"September 1, 2019"
5056,"April 12, 2017"
5057,"March 1, 2019"
5058,"January 1, 2017"
5059,"January 16, 2021"
5060,"May 26, 2017"
5061,"September 19, 2016"
5062,"September 21, 2018"
5063,"October 1, 2019"
5064,"May 31, 2019"
5065,"May 31, 2019"
5066,"January 31, 2020"
5067,"March 1, 2018"
5068,"September 16, 2016"
5069,"August 19, 2017"
5070,"July 1, 2019"
5071,"April 15, 2019"
5072,"December 31, 2019"
5073,"December 1, 2016"
5074,"October 4, 2019"
5075,"August 1, 2017"
5076,"September 15, 2020"
5077,"May 1, 2017"
5078,"November 1, 2018"
5079,"July 5, 2018"
5080,"November 30, 2018"
5081,"December 31, 2019"
5082,"October 16, 2018"
5083,"June 20, 2019"
5084,"June 11, 2019"
5085,"June 29, 2015"
5086,"February 27, 2015"
5087,"April 6, 2018"
5088,"May 15, 2017"
5089,"December 31, 2019"
5090,"November 19, 2020"
5091,"April 1, 2018"
5092,"July 31, 2019"
5093,"December 31, 2019"
5094,"January 5, 2017"
5095,"May 26, 2019"
5096,"March 15, 2018"
5097,"August 2, 2018"
5098,"December 28, 2020"
5099,"May 29, 2017"
5100,"August 1, 2018"
5101,"March 30, 2018"
5102,"September 18, 2020"
5103,"January 6, 2021"
5104,"December 16, 2016"
5105,"October 25, 2019"
5106,"March 2, 2018"
5107,"February 5, 2019"
5108,"May 21, 2020"
5109,"April 1, 2017"
5110,"February 15, 2018"
5111,"April 27, 2018"
5112,"June 20, 2019"
5113,"October 22, 2017"
5114,"October 2, 2019"
5115,"August 1, 2016"
5116,"August 15, 2016"
5117,"September 29, 2017"
5118,"September 24, 2020"
5119,"July 31, 2018"
5120,"June 10, 2020"
5121,"October 21, 2020"
5122,"November 1, 2019"
5123,"December 31, 2017"
5124,"June 27, 2020"
5125,"July 15, 2016"
5126,"September 28, 2018"
5127,"June 25, 2019"
5128,"May 1, 2020"
5129,"July 1, 2019"
5130,"September 8, 2020"
5131,"June 29, 2018"
5132,"March 4, 2017"
5133,"December 11, 2017"
5134,"December 31, 2019"
5135,"September 15, 2018"
5136,"March 24, 2018"
5138,"January 1, 2021"
5139,"December 1, 2016"
5140,"March 10, 2017"
5141,"May 9, 2019"
5142,"December 6, 2016"
5143," December 15, 2017"
5144,"December 26, 2020"
5145,"December 28, 2018"
5146,"September 5, 2017"
5147,"June 13, 2016"
5148,"April 26, 2019"
5149,"January 11, 2019"
5150,"May 17, 2019"
5151,"March 22, 2019"
5152,"February 8, 2019"
5153,"November 2, 2018"
5154,"December 7, 2018"
5155,"October 12, 2018"
5156,"August 21, 2017"
5157,"July 26, 2018"
5158,"August 1, 2020"
5159,"June 1, 2020"
5160,"May 14, 2020"
5161,"January 1, 2020"
5162,"August 8, 2019"
5163,"August 8, 2019"
5164,"May 28, 2020"
5165,"March 23, 2018"
5166,"January 1, 2020"
5167,"January 1, 2018"
5168,"September 17, 2020"
5169,"May 8, 2020"
5170,"September 26, 2017"
5171,"October 22, 2015"
5172,"September 1, 2017"
5173,"September 24, 2019"
5174,"July 30, 2020"
5175,"January 30, 2018"
5176,"June 19, 2020"
5177,"August 16, 2018"
5178,"March 1, 2017"
5179,"May 2, 2019"
5180,"July 21, 2018"
5181,"October 24, 2019"
5182,"January 15, 2019"
5183,"September 13, 2018"
5184,"May 14, 2019"
5185,"March 31, 2018"
5186,"February 1, 2018"
5187,"June 1, 2020"
5188,"November 1, 2019"
5189,"December 3, 2016"
5190,"June 19, 2020"
5191,"December 22, 2020"
5192,"December 20, 2020"
5193,"October 9, 2019"
5194,"April 26, 2019"
5195,"January 22, 2016"
5196,"December 12, 2016"
5197,"January 24, 2018"
5198,"April 3, 2019"
5199,"April 30, 2020"
5200,"December 1, 2016"
5201,"May 22, 2015"
5202,"March 13, 2018"
5203,"June 27, 2020"
5204,"August 13, 2020"
5205,"June 17, 2020"
5206,"June 16, 2019"
5207,"June 1, 2019"
5208,"April 19, 2019"
5209,"May 24, 2019"
5210,"April 5, 2019"
5211,"May 1, 2018"
5212,"January 1, 2020"
5213,"January 15, 2018"
5214,"October 1, 2016"
5215,"September 8, 2017"
5216,"January 24, 2020"
5217,"December 15, 2017"
5218,"February 27, 2019"
5219,"March 15, 2018"
5220,"April 17, 2020"
5221,"August 26, 2020"
5222,"August 15, 2020"
5223,"November 1, 2017"
5224,"July 5, 2019"
5225,"March 2, 2019"
5226,"May 14, 2020"
5227,"October 1, 2020"
5228,"September 20, 2020"
5229,"February 11, 2020"
5230,"December 31, 2019"
5231,"July 1, 2016"
5232,"January 1, 2020"
5233,"August 11, 2020"
5234,"May 1, 2018"
5235,"May 1, 2019"
5236,"September 1, 2017"
5237,"December 31, 2019"
5238,"October 1, 2016"
5239,"March 15, 2019"
5240,"September 1, 2017"
5241,"June 7, 2019"
5242,"December 15, 2019"
5243,"August 9, 2019"
5244,"August 1, 2019"
5245,"February 17, 2017"
5246,"August 1, 2019"
5247,"August 1, 2019"
5248,"August 1, 2019"
5249,"August 1, 2019"
5250,"October 3, 2017"
5251,"April 28, 2017"
5252,"January 17, 2017"
5253,"October 30, 2020"
5254,"March 28, 2020"
5255,"August 1, 2020"
5256,"April 19, 2019"
5257,"August 8, 2019"
5258,"December 1, 2018"
5259,"September 8, 2017"
5260,"June 12, 2019"
5261,"December 14, 2018"
5262,"April 5, 2019"
5263,"July 24, 2020"
5264,"February 3, 2019"
5265,"March 10, 2017"
5266,"March 10, 2017"
5267,"June 30, 2019"
5268,"November 1, 2017"
5269,"July 13, 2018"
5270,"October 16, 2018"
5271,"October 25, 2018"
5272,"December 17, 2019"
5273,"July 18, 2019"
5274,"July 19, 2018"
5275,"December 7, 2020"
5276,"March 1, 2019"
5277,"July 1, 2019"
5278,"June 21, 2019"
5279,"October 15, 2020"
5280,"November 1, 2017"
5281,"May 2, 2020"
5282,"June 20, 2017"
5283,"May 20, 2019"
5284,"December 9, 2020"
5285,"November 1, 2019"
5286,"June 23, 2020"
5287,"October 4, 2019"
5288,"November 1, 2019"
5289,"August 2, 2018"
5290,"March 23, 2018"
5291," May 18, 2017"
5292,"December 31, 2017"
5293,"January 28, 2019"
5294,"March 29, 2020"
5295,"October 1, 2019"
5296,"April 1, 2018"
5297,"September 15, 2017"
5298,"November 1, 2019"
5299,"August 1, 2019"
5300,"March 1, 2018"
5301,"December 17, 2020"
5302,"December 1, 2020"
5303,"June 19, 2019"
5304,"January 1, 2021"
5305,"August 1, 2019"
5306,"April 30, 2018"
5307," January 1, 2020"
5308,"February 15, 2017"
5309,"December 4, 2018"
5310,"December 19, 2017"
5311,"May 10, 2015"
5312,"October 14, 2013"
5313,"October 7, 2016"
5314,"October 14, 2013"
5315,"February 1, 2019"
5316,"November 30, 2020"
5317,"August 21, 2020"
5318,"January 6, 2017"
5319,"August 29, 2017"
5320,"June 15, 2017"
5321,"October 19, 2018"
5322,"January 1, 2021"
5323,"May 6, 2020"
5324,"October 1, 2018"
5325,"December 8, 2019"
5326,"December 31, 2019"
5327,"August 23, 2019"
5328,"September 4, 2019"
5329,"October 18, 2020"
5330,"November 20, 2018"
5331,"August 15, 2019"
5332,"March 21, 2017"
5333,"December 15, 2018"
5334,"March 10, 2017"
5335,"August 22, 2017"
5336,"December 31, 2019"
5337,"December 15, 2016"
5338,"May 1, 2017"
5339,"February 5, 2019"
5340,"August 13, 2020"
5341,"May 12, 2017"
5342,"January 1, 2017"
5343,"September 19, 2020"
5344,"April 1, 2020"
5345,"May 15, 2018"
5346,"April 1, 2018"
5347,"December 17, 2020"
5348,"February 15, 2018"
5349,"December 27, 2020"
5350,"April 1, 2017"
5351,"June 18, 2020"
5352,"October 2, 2019"
5353,"June 22, 2019"
5354,"October 11, 2018"
5355,"November 5, 2019"
5356,"August 4, 2020"
5357,"December 31, 2018"
5358,"December 31, 2018"
5359,"December 31, 2018"
5360,"December 31, 2018"
5361,"September 15, 2018"
5362,"April 19, 2019"
5363,"March 1, 2018"
5364,"August 17, 2018"
5365,"June 6, 2019"
5366,"December 25, 2015"
5367,"September 15, 2016"
5368,"December 14, 2018"
5369,"June 18, 2019"
5370,"March 17, 2017"
5371,"March 31, 2017"
5372,"January 1, 2018"
5373,"April 21, 2017"
5374,"December 15, 2016"
5375,"April 14, 2017"
5376,"December 31, 2019"
5377,"October 15, 2018"
5378,"December 30, 2020"
5379,"September 19, 2020"
5380,"March 29, 2019"
5381,"November 17, 2017"
5382,"November 1, 2019"
5383,"November 1, 2016"
5384,"December 20, 2015"
5385,"August 28, 2020"
5386,"October 26, 2018"
5387,"May 26, 2018"
5388,"October 27, 2020"
5389,"May 30, 2017"
5390,"September 21, 2019"
5391,"January 15, 2017"
5392,"December 1, 2017"
5393,"October 15, 2017"
5394,"February 15, 2018"
5395,"March 2, 2019"
5396,"March 1, 2019"
5397,"April 8, 2019"
5398,"July 1, 2018"
5399,"October 1, 2018"
5400,"January 30, 2019"
5401,"June 1, 2019"
5402,"April 1, 2017"
5403,"March 15, 2018"
5404,"September 10, 2020"
5405,"December 31, 2019"
5406,"September 29, 2017"
5407,"October 6, 2020"
5408,"November 1, 2018"
5409,"September 1, 2016"
5410,"November 1, 2017"
5411,"June 13, 2019"
5412,"January 1, 2020"
5413,"August 18, 2018"
5414,"May 17, 2019"
5415,"November 21, 2017"
5416,"March 2, 2019"
5417,"January 15, 2020"
5418,"November 15, 2018"
5419,"July 1, 2020"
5420,"July 19, 2018"
5421,"May 21, 2020"
5422,"January 23, 2020"
5423,"November 6, 2019"
5424," May 19, 2018"
5425,"November 13, 2020"
5426,"June 30, 2019"
5427,"August 20, 2020"
5428,"January 1, 2020"
5429,"August 12, 2020"
5430,"April 1, 2018"
5431,"October 3, 2020"
5432,"November 1, 2020"
5433,"April 10, 2020"
5434,"March 1, 2018"
5435,"December 17, 2020"
5436,"May 7, 2020"
5437,"December 15, 2019"
5438,"December 15, 2019"
5439,"October 23, 2018"
5440,"September 16, 2018"
5441,"September 1, 2019"
5442,"October 1, 2019"
5443,"July 1, 2019"
5444,"August 6, 2019"
5445,"December 1, 2018"
5446,"April 28, 2019"
5447,"January 1, 2020"
5448,"March 16, 2020"
5449,"December 7, 2020"
5450,"December 1, 2019"
5451,"April 26, 2019"
5452,"January 26, 2018"
5453,"January 15, 2019"
5454,"September 17, 2019"
5455,"August 6, 2019"
5456,"October 16, 2019"
5457,"July 1, 2018"
5458,"May 22, 2017"
5459,"March 6, 2019"
5460,"April 1, 2018"
5461,"July 18, 2019"
5462,"May 8, 2019"
5463,"March 15, 2018"
5464,"March 23, 2018"
5465,"October 1, 2020"
5466,"December 31, 2018"
5467,"April 22, 2017"
5468,"February 22, 2017"
5469,"April 1, 2019"
